School DBN,School Name,School District,Home Language,Total Applicants Language,True Applicants Language,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
21K540,John Dewey High School,21,FRENCH,7,1.0,2573.0,622.0,553.0,577.0,0.14285714285714285,53
12X251,Explorations Academy H.S.,12,FRENCH,7,1.0,476.0,39.0,117.0,6.0,0.14285714285714285,53
02M135,The Urban Assembly Early College High School for Emergency Medicine,2,FRENCH,7,1.0,510.0,116.0,122.0,6.0,0.14285714285714285,53
21K410,Abraham Lincoln High School,21,FRENCH,7,1.0,2225.0,539.0,741.0,604.0,0.14285714285714285,53
11X545,Bronx Aerospace High School,11,FRENCH,7,1.0,751.0,109.0,189.0,6.0,0.14285714285714285,53
26Q430,Francis Lewis High School,26,FRENCH,7,1.0,8708.0,3905.0,913.0,1030.0,0.14285714285714285,53
20K445,New Utrecht High School,20,FRENCH,7,1.0,4568.0,1443.0,630.0,730.0,0.14285714285714285,53
07X600,Alfred E. Smith Career and Technical Education High School,7,FRENCH,7,1.0,1126.0,227.0,189.0,193.0,0.14285714285714285,53
07X221,South Bronx Preparatory: A College Board School,7,FRENCH,7,1.0,782.0,161.0,123.0,148.0,0.14285714285714285,53
13K670,Benjamin Banneker Academy,13,FRENCH,7,1.0,1912.0,451.0,225.0,318.0,0.14285714285714285,53
03M403,The Global Learning Collaborative,3,FRENCH,7,1.0,754.0,90.0,108.0,6.0,0.14285714285714285,53
09X525,Bronx Leadership Academy High School,9,FRENCH,8,1.0,1027.0,107.0,105.0,123.0,0.125,65
12X511,Bronx Envision Academy,12,FRENCH,8,1.0,459.0,44.0,108.0,6.0,0.125,65
12X242,Mott Hall V,12,FRENCH,8,1.0,1001.0,282.0,81.0,91.0,0.125,65
02M392,Manhattan Business Academy,2,FRENCH,8,1.0,1321.0,191.0,161.0,6.0,0.125,65
08X349,Bronx River High School,8,FRENCH,8,1.0,1172.0,196.0,108.0,168.0,0.125,65
17K590,Medgar Evers College Preparatory School,17,FRENCH,8,1.0,2078.0,676.0,220.0,237.0,0.125,65
26Q315,Business Technology Early College High School,26,FRENCH,8,1.0,1032.0,289.0,180.0,272.0,0.125,65
26Q495,Bayside High School,26,FRENCH,8,1.0,6914.0,2765.0,851.0,1041.0,0.125,65
07X522,Bronx Design and Construction Academy,7,FRENCH,8,1.0,677.0,112.0,140.0,91.0,0.125,65
22K425,James Madison High School,22,FRENCH,8,1.0,6968.0,2801.0,837.0,940.0,0.125,65
07X527,Bronx Leadership Academy II High School,7,FRENCH,8,1.0,911.0,103.0,131.0,6.0,0.125,65
17K600,Clara Barton High School,17,FRENCH,8,1.0,1276.0,355.0,434.0,6.0,0.125,65
02M459,Manhattan International High School,2,FRENCH,9,1.0,738.0,151.0,85.0,73.0,0.1111111111111111,77
02M534,Harvest Collegiate High School,2,FRENCH,9,1.0,1116.0,115.0,116.0,6.0,0.1111111111111111,77
11X288,Collegiate Institute for Math and Science,11,FRENCH,9,1.0,1764.0,317.0,133.0,200.0,0.1111111111111111,77
03M494,High School of Arts and Technology,3,FRENCH,9,1.0,1037.0,132.0,140.0,6.0,0.1111111111111111,77
09X517,Frederick Douglass Academy III Secondary School,9,FRENCH,9,1.0,404.0,35.0,108.0,6.0,0.1111111111111111,77
02M546,Academy for Software Engineering,2,FRENCH,9,1.0,1992.0,388.0,125.0,201.0,0.1111111111111111,77
10X243,West Bronx Academy for the Future,10,FRENCH,9,1.0,917.0,136.0,90.0,109.0,0.1111111111111111,77
09X297,Morris Academy for Collaborative Studies,9,FRENCH,9,1.0,568.0,80.0,123.0,6.0,0.1111111111111111,77
20K490,Fort Hamilton High School,20,FRENCH,10,1.0,4983.0,1995.0,883.0,903.0,0.1,85
10X477,Marble Hill High School for International Studies,10,FRENCH,10,1.0,810.0,158.0,108.0,139.0,0.1,85
07X223,The Laboratory School of Finance and Technology: X223,7,FRENCH,10,1.0,980.0,230.0,89.0,93.0,0.1,85
11X508,Bronxdale High School,11,FRENCH,10,1.0,1828.0,267.0,129.0,190.0,0.1,85
07X548,Careers in Sports High School,7,FRENCH,10,1.0,1056.0,226.0,125.0,202.0,0.1,85
11X513,New World High School,11,FRENCH,10,1.0,625.0,129.0,108.0,69.0,0.1,85
10X434,Belmont Preparatory High School,10,FRENCH,10,1.0,1447.0,203.0,108.0,176.0,0.1,85
02M600,The High School of Fashion Industries,2,FRENCH,10,1.0,2046.0,720.0,475.0,395.0,0.1,85
24Q585,Maspeth High School,24,FRENCH,10,1.0,5045.0,1953.0,270.0,348.0,0.1,85
17K751,Academy for Health Careers,17,FRENCH,10,1.0,715.0,72.0,108.0,6.0,0.1,85
09X241,"Urban Assembly School for Applied Math and Science, The",9,FRENCH,10,1.0,561.0,117.0,90.0,99.0,0.1,85
13K595,Bedford Academy High School,13,FRENCH,10,1.0,2464.0,599.0,81.0,114.0,0.1,85
09X505,"Bronx School for Law, Government and Justice",9,FRENCH,10,1.0,1132.0,259.0,120.0,154.0,0.1,85
10X437,Fordham High School for the Arts,10,FRENCH,11,1.0,1826.0,399.0,130.0,158.0,0.09090909090909091,98
21K525,Edward R. Murrow High School,21,FRENCH,11,1.0,6293.0,2283.0,933.0,1196.0,0.09090909090909091,98
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",7,FRENCH,11,1.0,862.0,174.0,250.0,182.0,0.09090909090909091,98
11X290,Bronx Academy of Health Careers,11,FRENCH,11,1.0,897.0,90.0,108.0,6.0,0.09090909090909091,98
10X353,World View High School,10,FRENCH,11,1.0,1343.0,263.0,150.0,195.0,0.09090909090909091,98
09X564,Claremont International HS,9,FRENCH,12,1.0,412.0,50.0,81.0,25.0,0.08333333333333333,103
09X250,Eximius College Preparatory Academy: A College Board School,9,FRENCH,12,1.0,761.0,90.0,108.0,6.0,0.08333333333333333,103
25Q425,John Bowne High School,25,FRENCH,12,1.0,3116.0,720.0,783.0,809.0,0.08333333333333333,103
28Q505,Hillcrest High School,28,FRENCH,12,1.0,2316.0,496.0,730.0,517.0,0.08333333333333333,103
01M448,University Neighborhood High School,1,FRENCH,12,1.0,2248.0,447.0,125.0,185.0,0.08333333333333333,103
05M499,Frederick Douglass Academy,5,FRENCH,12,1.0,903.0,195.0,325.0,214.0,0.08333333333333333,103
04M495,Park East High School,4,FRENCH,12,1.0,2653.0,739.0,100.0,166.0,0.08333333333333333,103
30Q501,Frank Sinatra School of the Arts High School,30,FRENCH,12,1.0,3557.0,1643.0,236.0,416.0,0.08333333333333333,103
02M294,Essex Street Academy,2,FRENCH,13,1.0,2478.0,562.0,90.0,125.0,0.07692307692307693,111
02M630,Art and Design High School,2,FRENCH,13,1.0,3594.0,1359.0,385.0,523.0,0.07692307692307693,111
09X412,Bronx High School of Business,9,FRENCH,13,1.0,765.0,66.0,120.0,6.0,0.07692307692307693,111
22K555,Brooklyn College Academy,22,FRENCH,13,1.0,2698.0,911.0,170.0,228.0,0.07692307692307693,111
28Q440,Forest Hills High School,28,FRENCH,14,1.0,7184.0,2477.0,702.0,851.0,0.07142857142857142,115
08X405,Herbert H. Lehman High School,8,FRENCH,15,1.0,2078.0,405.0,528.0,479.0,0.06666666666666667,116
09X252,Mott Hall Bronx High School,9,FRENCH,16,1.0,1138.0,141.0,90.0,130.0,0.0625,117
11X299,Astor Collegiate Academy,11,FRENCH,16,1.0,2199.0,342.0,120.0,189.0,0.0625,117
09X403,Bronx International High School,9,FRENCH,16,1.0,537.0,54.0,135.0,12.0,0.0625,117
02M412,N.Y.C. Lab School for Collaborative Studies,2,FRENCH,17,1.0,3134.0,1067.0,109.0,161.0,0.058823529411764705,120
10X439,Bronx High School for Law and Community Service,10,FRENCH,17,1.0,1467.0,220.0,108.0,163.0,0.058823529411764705,120
09X413,Bronx High School for Medical Science,9,FRENCH,18,1.0,1104.0,178.0,90.0,170.0,0.05555555555555555,122
11X542,Pelham Preparatory Academy,11,FRENCH,18,1.0,2331.0,448.0,130.0,211.0,0.05555555555555555,122
02M400,High School for Environmental Studies,2,FRENCH,18,1.0,2558.0,395.0,344.0,385.0,0.05555555555555555,122
10X264,Bronx Academy for Software Engineering (BASE),10,FRENCH,19,1.0,1199.0,175.0,120.0,165.0,0.05263157894736842,125
11X455,Harry S Truman High School,11,FRENCH,19,1.0,1891.0,390.0,913.0,6.0,0.05263157894736842,125
09X227,Bronx Collegiate Academy,9,FRENCH,20,1.0,1201.0,163.0,120.0,173.0,0.05,127
02M414,N.Y.C. Museum School,2,FRENCH,20,1.0,3022.0,865.0,150.0,254.0,0.05,127
10X438,Fordham Leadership Academy,10,FRENCH,20,1.0,2416.0,416.0,108.0,155.0,0.05,127
02M420,High School for Health Professions and Human Services,2,FRENCH,21,1.0,2991.0,776.0,477.0,590.0,0.047619047619047616,130
11X249,Bronx Health Sciences High School,11,FRENCH,22,1.0,1270.0,225.0,200.0,261.0,0.045454545454545456,131
10X440,DeWitt Clinton High School,10,FRENCH,23,1.0,2901.0,586.0,385.0,492.0,0.043478260869565216,132
06M540,A. Philip Randolph Campus High School,6,FRENCH,24,1.0,2050.0,408.0,471.0,379.0,0.041666666666666664,133
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),10,FRENCH,24,1.0,2279.0,431.0,120.0,179.0,0.041666666666666664,133
13K430,Brooklyn Technical High School,13,FRENCH,89,,19904.0,,1168.0,1422.0,0.0,135
10X445,The Bronx High School of Science,10,FRENCH,88,,14091.0,,598.0,712.0,0.0,135
02M475,Stuyvesant High School,2,FRENCH,93,,18574.0,,672.0,744.0,0.0,135
28Q687,Queens High School for the Sciences at York College,28,FRENCH,56,,11824.0,,104.0,139.0,0.0,135
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,3,FRENCH,16,,3950.0,,529.0,796.0,0.0,135
10X696,High School of American Studies at Lehman College,10,FRENCH,75,,11323.0,,77.0,111.0,0.0,135
14K449,"Brooklyn Latin School, The",14,FRENCH,62,,12486.0,,170.0,508.0,0.0,135
31R605,Staten Island Technical High School,31,FRENCH,35,,8941.0,,266.0,294.0,0.0,135
05M692,"High School for Mathematics, Science and Engineering at City College",5,FRENCH,97,,15039.0,,109.0,142.0,0.0,135
18K563,It Takes a Village Academy,18,FRENCH,1,1.0,353.0,23.0,135.0,6.0,1.0,144
30Q575,Academy of American Studies,30,FRENCH,1,1.0,2727.0,819.0,170.0,224.0,1.0,144
21K468,Kingsborough Early College School,21,FRENCH,1,1.0,1229.0,429.0,110.0,122.0,1.0,144
30Q502,Information Technology High School,30,FRENCH,1,1.0,944.0,190.0,227.0,6.0,1.0,144
17K745,Brooklyn Institute for Liberal Arts,17,FRENCH,1,1.0,761.0,109.0,175.0,158.0,1.0,144
32K168,The Brooklyn School for Math and Research,32,FRENCH,1,1.0,710.0,99.0,108.0,148.0,1.0,144
32K403,Academy for Excellence in Leadership,32,FRENCH,1,1.0,653.0,76.0,108.0,6.0,1.0,144
30Q450,Long Island City High School,30,FRENCH,1,1.0,1827.0,403.0,790.0,432.0,1.0,144
32K545,EBC High School for Public Service - Bushwick,32,FRENCH,1,1.0,467.0,75.0,126.0,6.0,1.0,144
30Q445,William Cullen Bryant High School,30,FRENCH,1,1.0,1681.0,297.0,435.0,349.0,1.0,144
17K547,Brooklyn Academy of Science and the Environment,17,FRENCH,1,1.0,373.0,53.0,108.0,6.0,1.0,144
30Q417,Gotham Tech High School,30,FRENCH,1,1.0,631.0,96.0,90.0,6.0,1.0,144
17K546,High School for Public Service: Heroes of Tomorrow,17,FRENCH,1,1.0,656.0,69.0,130.0,6.0,1.0,144
21K620,William E. Grady Career and Technical Education High School,21,FRENCH,1,1.0,970.0,205.0,305.0,214.0,1.0,144
17K543,"Science, Technology and Research Early College High School at Erasmus",17,FRENCH,1,1.0,790.0,197.0,130.0,145.0,1.0,144
17K539,High School for Service & Learning at Erasmus,17,FRENCH,1,1.0,296.0,35.0,108.0,98.0,1.0,144
30Q301,Academy for Careers in Television and Film,30,FRENCH,1,1.0,1410.0,330.0,151.0,200.0,1.0,144
30Q580,Baccalaureate School for Global Education,30,FRENCH,1,1.0,1732.0,937.0,97.0,94.0,1.0,144
31R450,Curtis High School,31,FRENCH,1,1.0,1967.0,690.0,804.0,754.0,1.0,144
18K566,Brooklyn Community High School for Excellence and Equity,18,FRENCH,1,1.0,448.0,61.0,75.0,6.0,1.0,144
18K569,Kurt Hahn Expeditionary Learning School,18,FRENCH,1,1.0,141.0,21.0,81.0,6.0,1.0,144
19K510,World Academy for Total Community Health High School,19,FRENCH,1,1.0,417.0,29.0,98.0,6.0,1.0,144
19K507,Performing Arts and Technology High School,19,FRENCH,1,1.0,1103.0,157.0,125.0,163.0,1.0,144
19K409,East New York Family Academy,19,FRENCH,1,1.0,416.0,159.0,125.0,147.0,1.0,144
18K642,Urban Action Academy,18,FRENCH,1,1.0,231.0,44.0,107.0,6.0,1.0,144
19K639,Brooklyn Lab School,19,FRENCH,1,1.0,980.0,152.0,102.0,143.0,1.0,144
18K637,Academy for Conservation and the Environment,18,FRENCH,1,1.0,727.0,92.0,170.0,217.0,1.0,144
18K633,High School for Medical Professions,18,FRENCH,1,1.0,666.0,99.0,108.0,116.0,1.0,144
18K629,Cultural Academy for the Arts and Sciences,18,FRENCH,1,1.0,567.0,70.0,116.0,80.0,1.0,144
19K660,W. H. Maxwell Career and Technical Education High School,19,FRENCH,1,1.0,991.0,185.0,305.0,164.0,1.0,144
31R445,Port Richmond High School,31,FRENCH,1,1.0,1267.0,334.0,564.0,435.0,1.0,144
31R080,The Michael J. Petrides School,31,FRENCH,1,1.0,724.0,274.0,128.0,188.0,1.0,144
18K617,High School for Innovation in Advertising and Media,18,FRENCH,1,1.0,522.0,101.0,81.0,91.0,1.0,144
31R047,CSI High School for International Studies,31,FRENCH,1,1.0,1755.0,879.0,127.0,182.0,1.0,144
31R028,The Eagle Academy for Young Men of Staten Island,31,FRENCH,1,1.0,94.0,26.0,81.0,6.0,1.0,144
20K505,Franklin Delano Roosevelt High School,20,FRENCH,1,1.0,3723.0,924.0,710.0,852.0,1.0,144
21K337,International High School at Lafayette,21,FRENCH,1,1.0,327.0,76.0,90.0,35.0,1.0,144
18K576,Victory Collegiate High School,18,FRENCH,1,1.0,305.0,61.0,140.0,6.0,1.0,144
21K344,Rachel Carson High School for Coastal Studies,21,FRENCH,1,1.0,469.0,162.0,160.0,200.0,1.0,144
21K348,High School of Sports Management,21,FRENCH,1,1.0,386.0,75.0,176.0,6.0,1.0,144
19K615,Transit Tech Career and Technical Education High School,19,FRENCH,1,1.0,1168.0,225.0,315.0,6.0,1.0,144
19K618,Academy of Innovative Technology,19,FRENCH,1,1.0,1048.0,183.0,115.0,169.0,1.0,144
27Q302,"Queens High School for Information, Research, and Technology",27,FRENCH,1,1.0,671.0,160.0,130.0,177.0,1.0,144
30Q286,"Young Women's Leadership School, Astoria",30,FRENCH,1,1.0,453.0,156.0,81.0,103.0,1.0,144
28Q350,Jamaica Gateway to the Sciences,28,FRENCH,1,1.0,1005.0,210.0,150.0,184.0,1.0,144
28Q328,High School for Community Leadership,28,FRENCH,1,1.0,671.0,160.0,150.0,231.0,1.0,144
28Q325,Hillside Arts & Letters Academy,28,FRENCH,1,1.0,520.0,82.0,108.0,133.0,1.0,144
28Q310,Queens Collegiate: A College Board School,28,FRENCH,1,1.0,453.0,67.0,115.0,77.0,1.0,144
28Q284,York Early College Academy,28,FRENCH,1,1.0,1602.0,580.0,81.0,91.0,1.0,144
28Q167,Metropolitan Expeditionary Learning School,28,FRENCH,1,1.0,1254.0,467.0,125.0,141.0,1.0,144
25Q241,Queens High School for Language Studies,25,FRENCH,1,1.0,371.0,90.0,125.0,76.0,1.0,144
25Q252,"Queens School of Inquiry, The",25,FRENCH,1,1.0,508.0,161.0,89.0,107.0,1.0,144
25Q263,Flushing International High School,25,FRENCH,1,1.0,576.0,182.0,90.0,90.0,1.0,144
25Q285,World Journalism Preparatory: A College Board School,25,FRENCH,1,1.0,448.0,162.0,90.0,139.0,1.0,144
17K537,High School for Youth and Community Development at Erasmus,17,FRENCH,1,1.0,488.0,82.0,140.0,6.0,1.0,144
25Q460,Flushing High School,25,FRENCH,1,1.0,1592.0,289.0,419.0,419.0,1.0,144
27Q475,Richmond Hill High School,27,FRENCH,1,1.0,1397.0,386.0,371.0,423.0,1.0,144
27Q351,Rockaway Collegiate High School,27,FRENCH,1,1.0,258.0,71.0,135.0,6.0,1.0,144
25Q670,Robert F. Kennedy Community High School,25,FRENCH,1,1.0,1012.0,254.0,150.0,223.0,1.0,144
27Q334,Epic High School - North,27,FRENCH,1,1.0,735.0,169.0,70.0,91.0,1.0,144
26Q415,Benjamin N. Cardozo High School,26,FRENCH,1,1.0,4527.0,1666.0,684.0,926.0,1.0,144
27Q323,Scholars' Academy,27,FRENCH,1,1.0,1065.0,580.0,154.0,186.0,1.0,144
26Q435,Martin Van Buren High School,26,FRENCH,1,1.0,1084.0,217.0,352.0,273.0,1.0,144
27Q314,Epic High School - South,27,FRENCH,1,1.0,618.0,154.0,95.0,138.0,1.0,144
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",26,FRENCH,1,1.0,671.0,231.0,258.0,222.0,1.0,144
27Q309,Academy of Medical Technology: A College Board School,27,FRENCH,1,1.0,626.0,120.0,105.0,109.0,1.0,144
27Q308,Robert H. Goddard High School of Communication Arts and Technology,27,FRENCH,1,1.0,1222.0,468.0,140.0,181.0,1.0,144
25Q240,Veritas Academy,25,FRENCH,1,1.0,526.0,96.0,130.0,6.0,1.0,144
21K690,Brooklyn Studio Secondary School,21,FRENCH,1,1.0,844.0,281.0,102.0,133.0,1.0,144
24Q610,Aviation Career & Technical Education High School,24,FRENCH,1,1.0,4123.0,1548.0,530.0,723.0,1.0,144
24Q600,Queens Technical High School,24,FRENCH,1,1.0,3942.0,1196.0,350.0,423.0,1.0,144
29Q492,"Mathematics, Science Research and Technology Magnet High School",29,FRENCH,1,1.0,782.0,146.0,150.0,6.0,1.0,144
29Q327,Eagle Academy for Young Men III,29,FRENCH,1,1.0,324.0,112.0,120.0,6.0,1.0,144
29Q326,Cambria Heights Academy,29,FRENCH,1,1.0,581.0,113.0,81.0,103.0,1.0,144
29Q313,Benjamin Franklin High School for Finance & Information Technology,29,FRENCH,1,1.0,735.0,122.0,108.0,6.0,1.0,144
22K535,Leon M. Goldstein High School for the Sciences,22,FRENCH,1,1.0,3985.0,2007.0,258.0,429.0,1.0,144
23K493,Brooklyn Collegiate: A College Board School,23,FRENCH,1,1.0,727.0,113.0,120.0,6.0,1.0,144
27Q260,Frederick Douglass Academy VI High School,27,FRENCH,1,1.0,482.0,71.0,121.0,6.0,1.0,144
29Q283,Preparatory Academy for Writers: A College Board School,29,FRENCH,1,1.0,177.0,47.0,90.0,69.0,1.0,144
23K644,Eagle Academy for Young Men II,23,FRENCH,1,1.0,554.0,179.0,92.0,139.0,1.0,144
24Q236,International High School for Health Sciences,24,FRENCH,1,1.0,485.0,112.0,81.0,68.0,1.0,144
29Q272,George Washington Carver High School for the Sciences,29,FRENCH,1,1.0,590.0,92.0,93.0,6.0,1.0,144
24Q264,Academy of Finance and Enterprise,24,FRENCH,1,1.0,2163.0,546.0,124.0,151.0,1.0,144
29Q265,Excelsior Preparatory High School,29,FRENCH,1,1.0,353.0,58.0,108.0,95.0,1.0,144
29Q259,Pathways College Preparatory School: A College Board School,29,FRENCH,1,1.0,440.0,145.0,186.0,167.0,1.0,144
29Q248,Queens Preparatory Academy,29,FRENCH,1,1.0,383.0,62.0,100.0,6.0,1.0,144
29Q243,Institute for Health Professions at Cambria Heights,29,FRENCH,1,1.0,416.0,79.0,108.0,132.0,1.0,144
24Q455,Newtown High School,24,FRENCH,1,1.0,1328.0,243.0,419.0,346.0,1.0,144
24Q485,Grover Cleveland High School,24,FRENCH,1,1.0,1552.0,359.0,420.0,437.0,1.0,144
24Q520,Middle College High School at LaGuardia Community College,24,FRENCH,1,1.0,1826.0,552.0,97.0,118.0,1.0,144
28Q896,"Young Women's Leadership School, Queens",28,FRENCH,1,1.0,350.0,99.0,81.0,119.0,1.0,144
24Q530,International High School at LaGuardia Community College,24,FRENCH,1,1.0,1236.0,505.0,119.0,114.0,1.0,144
28Q690,High School for Law Enforcement and Public Safety,28,FRENCH,1,1.0,396.0,91.0,165.0,109.0,1.0,144
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",24,FRENCH,1,1.0,1368.0,247.0,120.0,161.0,1.0,144
28Q686,Queens Metropolitan High School,28,FRENCH,1,1.0,2321.0,931.0,279.0,279.0,1.0,144
17K528,The High School for Global Citizenship,17,FRENCH,1,1.0,524.0,55.0,100.0,63.0,1.0,144
01M292,Orchard Collegiate Academy,1,FRENCH,1,1.0,280.0,71.0,90.0,6.0,1.0,144
17K408,Academy of Hospitality and Tourism,17,FRENCH,1,1.0,571.0,89.0,118.0,6.0,1.0,144
03M402,The Urban Assembly School for Green Careers,3,FRENCH,1,1.0,494.0,39.0,120.0,45.0,1.0,144
03M415,Wadleigh Secondary School for the Performing & Visual Arts,3,FRENCH,1,1.0,826.0,130.0,128.0,6.0,1.0,144
03M417,Frank McCourt High School,3,FRENCH,1,1.0,1253.0,345.0,120.0,170.0,1.0,144
03M610,Young Women's Leadership School,3,FRENCH,1,1.0,370.0,113.0,81.0,6.0,1.0,144
03M859,Special Music School,3,FRENCH,1,1.0,482.0,165.0,50.0,64.0,1.0,144
03M860,Frederick Douglass Academy II Secondary School,3,FRENCH,1,1.0,309.0,55.0,95.0,105.0,1.0,144
